"","ensembl_gene_id","rnorvegicus_homolog_ensembl_gene"
"59780","ENSMUSG00000057841","ENSRNOG00000008516"
"59788","ENSMUSG00000060636","ENSRNOG00000031641"
"59802","ENSMUSG00000093922","ENSRNOG00000061615"
"59806","ENSMUSG00000079435","ENSRNOG00000032408"
"59816","ENSMUSG00000046330","ENSRNOG00000028883"
"59831","ENSMUSG00000079641","ENSRNOG00000043348"
"59833","ENSMUSG00000039209","ENSRNOG00000032300"
"59834","ENSMUSG00000002500","ENSRNOG00000014641"
"59835","ENSMUSG00000032399","ENSRNOG00000009378"
"59838","ENSMUSG00000058558","ENSRNOG00000023529"
"59845","ENSMUSG00000043716","ENSRNOG00000006992"
"59864","ENSMUSG00000063888","ENSRNOG00000016269"
"59866","ENSMUSG00000003970","ENSRNOG00000048456"
"59903","ENSMUSG00000030062","ENSRNOG00000046345"
"59904","ENSMUSG00000027642","ENSRNOG00000007492"
"59905","ENSMUSG00000023156","ENSRNOG00000039829"
"59906","ENSMUSG00000024446","ENSRNOG00000000786"
"59907","ENSMUSG00000062309","ENSRNOG00000018812"
"59908","ENSMUSG00000036114","ENSRNOG00000059653"
"59909","ENSMUSG00000024800","ENSRNOG00000018718"
"59910","ENSMUSG00000049950","ENSRNOG00000038025"
"59911","ENSMUSG00000021418","ENSRNOG00000016226"
"59912","ENSMUSG00000092837","ENSRNOG00000054493"
"59913","ENSMUSG00000040446","ENSRNOG00000016036"
"59914","ENSMUSG00000027651","ENSRNOG00000012923"
"59915","ENSMUSG00000028106","ENSRNOG00000054294"
"59922","ENSMUSG00000075334","ENSRNOG00000005109"
"59923","ENSMUSG00000046215","ENSRNOG00000028436"
"59924","ENSMUSG00000052146","ENSRNOG00000052141"
"59936","ENSMUSG00000061983","ENSRNOG00000016411"
"59962","ENSMUSG00000090862","ENSRNOG00000028021"
"59973","ENSMUSG00000063457","ENSRNOG00000024603"
"59987","ENSMUSG00000037563","ENSRNOG00000019578"
"59990","ENSMUSG00000061787","ENSRNOG00000003548"
"60017","ENSMUSG00000051518","ENSRNOG00000017847"
"60018","ENSMUSG00000044533","ENSRNOG00000014179"
"60031","ENSMUSG00000028234","ENSRNOG00000029627"
"60043","ENSMUSG00000025290","ENSRNOG00000010189"
"60046","ENSMUSG00000009927","ENSRNOG00000029737"
"60048","ENSMUSG00000025362","ENSRNOG00000051710"
"60052","ENSMUSG00000020460","ENSRNOG00000004426"
"60055","ENSMUSG00000036781","ENSRNOG00000050473"
"60056","ENSMUSG00000050621","ENSRNOG00000021159"
"60057","ENSMUSG00000067288","ENSRNOG00000030242"
"60058","ENSMUSG00000034892","ENSRNOG00000004196"
"60060","ENSMUSG00000030744","ENSRNOG00000007605"
"60067","ENSMUSG00000031320","ENSRNOG00000029574"
"60069","ENSMUSG00000012848","ENSRNOG00000019453"
"60076","ENSMUSG00000003644","ENSRNOG00000042411"
"60077","ENSMUSG00000023809","ENSRNOG00000013194"
"60078","ENSMUSG00000031309","ENSRNOG00000006632"
"60079","ENSMUSG00000024952","ENSRNOG00000021117"
"60080","ENSMUSG00000021180","ENSRNOG00000004362"
"60082","ENSMUSG00000025665","ENSRNOG00000002592"
"60083","ENSMUSG00000020516","ENSRNOG00000003919"
"60084","ENSMUSG00000024830","ENSRNOG00000021689"
"60086","ENSMUSG00000089872","ENSRNOG00000003767"
"60087","ENSMUSG00000019235","ENSRNOG00000005530"
"60100","ENSMUSG00000006333","ENSRNOG00000058909"
"60101","ENSMUSG00000032518","ENSRNOG00000018645"
"60114","ENSMUSG00000041984","ENSRNOG00000018679"
"60115","ENSMUSG00000025583","ENSRNOG00000003821"
"60117","ENSMUSG00000041199","ENSRNOG00000023639"
"60120","ENSMUSG00000051169","ENSRNOG00000009084"
"60121","ENSMUSG00000032044","ENSRNOG00000011567"
"60122","ENSMUSG00000031880","ENSRNOG00000011901"
"60123","ENSMUSG00000070934","ENSRNOG00000007051"
"60126","ENSMUSG00000028646","ENSRNOG00000017426"
"60127","ENSMUSG00000028278","ENSRNOG00000007331"
"60128","ENSMUSG00000038387","ENSRNOG00000037247"
"60129","ENSMUSG00000055723","ENSRNOG00000012258"
"60130","ENSMUSG00000027422","ENSRNOG00000005958"
"60131","ENSMUSG00000039087","ENSRNOG00000015701"
"60132","ENSMUSG00000028012","ENSRNOG00000053349"
"60133","ENSMUSG00000030978","ENSRNOG00000045752"
"60136","ENSMUSG00000022292","ENSRNOG00000025454"
"60137","ENSMUSG00000022682","ENSRNOG00000003326"
"60138","ENSMUSG00000004896","ENSRNOG00000011645"
"60139","ENSMUSG00000061032","ENSRNOG00000001203"
"60140","ENSMUSG00000035049","ENSRNOG00000048495"
"60141","ENSMUSG00000001305","ENSRNOG00000002450"
"60142","ENSMUSG00000058392","ENSRNOG00000001194"
"60143","ENSMUSG00000023971","ENSRNOG00000017836"
"60144","ENSMUSG00000018040","ENSRNOG00000022896"
"60145","ENSMUSG00000030888","ENSRNOG00000018766"
"60146","ENSMUSG00000041506","ENSRNOG00000012927"
"60147","ENSMUSG00000061024","ENSRNOG00000007240"
"60148","ENSMUSG00000031293","ENSRNOG00000030434"
"60150","ENSMUSG00000020641","ENSRNOG00000007539"
"60151","ENSMUSG00000044098","ENSRNOG00000019671"
"60152","ENSMUSG00000039968","ENSRNOG00000013431"
"60154","ENSMUSG00000035623","ENSRNOG00000024194"
"60157","ENSMUSG00000037593","ENSRNOG00000037214"
"60162","ENSMUSG00000032215","ENSRNOG00000052787"
"60164","ENSMUSG00000024033","ENSRNOG00000057862"
"60165","ENSMUSG00000075569","ENSRNOG00000001036"
"60166","ENSMUSG00000009070","ENSRNOG00000001315"
"60171","ENSMUSG00000040866","ENSRNOG00000061526"
"60172","ENSMUSG00000023966","ENSRNOG00000019474"
"60173","ENSMUSG00000028871","ENSRNOG00000009656"
"60174","ENSMUSG00000051920","ENSRNOG00000037687"
"60175","ENSMUSG00000019880","ENSRNOG00000011568"
"60176","ENSMUSG00000032852","ENSRNOG00000009662"
"60178","ENSMUSG00000050079","ENSRNOG00000060931"
"60180","ENSMUSG00000029422","ENSRNOG00000001238"
"60182","ENSMUSG00000026727","ENSRNOG00000017595"
"60183","ENSMUSG00000048617","ENSRNOG00000043215"
"60184","ENSMUSG00000000339","ENSRNOG00000014575"
"60185","ENSMUSG00000001783","ENSRNOG00000004813"
"60186","ENSMUSG00000038685","ENSRNOG00000027513"
"60187","ENSMUSG00000027304","ENSRNOG00000005183"
"60188","ENSMUSG00000027502","ENSRNOG00000005083"
"60191","ENSMUSG00000037846","ENSRNOG00000000636"
"60193","ENSMUSG00000085925","ENSRNOG00000048751"
"60195","ENSMUSG00000047686","ENSRNOG00000002429"
"60196","ENSMUSG00000071679","ENSRNOG00000031638"
"60198","ENSMUSG00000055745","ENSRNOG00000021671"
"60205","ENSMUSG00000085584","ENSRNOG00000049853"
"60206","ENSMUSG00000021087","ENSRNOG00000004794"
"60207","ENSMUSG00000030401","ENSRNOG00000016603"
"60208","ENSMUSG00000024758","ENSRNOG00000021202"
"60209","ENSMUSG00000020458","ENSRNOG00000004621"
"60210","ENSMUSG00000019864","ENSRNOG00000000279"
"60211","ENSMUSG00000043811","ENSRNOG00000030920"
"60213","ENSMUSG00000045287","ENSRNOG00000003121"
"60214","ENSMUSG00000050896","ENSRNOG00000021513"
"60215","ENSMUSG00000033383","ENSRNOG00000021992"
"60216","ENSMUSG00000047531","ENSRNOG00000022160"
"60217","ENSMUSG00000066319","ENSRNOG00000037167"
"60218","ENSMUSG00000033355","ENSRNOG00000028895"
"60219","ENSMUSG00000021807","ENSRNOG00000000340"
"60221","ENSMUSG00000023066","ENSRNOG00000038200"
"60222","ENSMUSG00000035629","ENSRNOG00000059880"
"60223","ENSMUSG00000034959","ENSRNOG00000022760"
"60225","ENSMUSG00000020375","ENSRNOG00000003536"
"60228","ENSMUSG00000029291","ENSRNOG00000003428"
"60229","ENSMUSG00000061815","ENSRNOG00000032991"
"60230","ENSMUSG00000035007","ENSRNOG00000023768"
"60231","ENSMUSG00000006575","ENSRNOG00000020970"
"60232","ENSMUSG00000040570","ENSRNOG00000008463"
"60233","ENSMUSG00000022952","ENSRNOG00000001704"
"60234","ENSMUSG00000006586","ENSRNOG00000005673"
"60235","ENSMUSG00000039153","ENSRNOG00000020193"
"60239","ENSMUSG00000070691","ENSRNOG00000054217"
"60241","ENSMUSG00000035969","ENSRNOG00000045843"
"60244","ENSMUSG00000003868","ENSRNOG00000020793"
"60245","ENSMUSG00000019782","ENSRNOG00000042916"
"60246","ENSMUSG00000032417","ENSRNOG00000009599"
"60247","ENSMUSG00000041079","ENSRNOG00000001599"
"60248","ENSMUSG00000028133","ENSRNOG00000029893"
"60249","ENSMUSG00000031568","ENSRNOG00000022500"
"60250","ENSMUSG00000034009","ENSRNOG00000024120"
"60251","ENSMUSG00000053368","ENSRNOG00000000897"
"60252","ENSMUSG00000060735","ENSRNOG00000023126"
"60254","ENSMUSG00000015846","ENSRNOG00000009446"
"60255","ENSMUSG00000039656","ENSRNOG00000000464"
"60256","ENSMUSG00000015843","ENSRNOG00000004537"
"60257","ENSMUSG00000034620","ENSRNOG00000004421"
"60258","ENSMUSG00000072872","ENSRNOG00000005353"
"60260","ENSMUSG00000032547","ENSRNOG00000008593"
"60262","ENSMUSG00000030592","ENSRNOG00000020557"
"60263","ENSMUSG00000021313","ENSRNOG00000017060"
"60264","ENSMUSG00000057378","ENSRNOG00000006645"
"60265","ENSMUSG00000044080","ENSRNOG00000012410"
"60266","ENSMUSG00000041959","ENSRNOG00000023226"
"60271","ENSMUSG00000042312","ENSRNOG00000012393"
"60273","ENSMUSG00000074457","ENSRNOG00000012053"
"60276","ENSMUSG00000001020","ENSRNOG00000011821"
"60277","ENSMUSG00000001023","ENSRNOG00000011748"
"60278","ENSMUSG00000001025","ENSRNOG00000011647"
"60279","ENSMUSG00000063767","ENSRNOG00000033352"
"60283","ENSMUSG00000056054","ENSRNOG00000011557"
"60284","ENSMUSG00000056071","ENSRNOG00000011483"
"60285","ENSMUSG00000033208","ENSRNOG00000001295"
"60286","ENSMUSG00000040808","ENSRNOG00000004222"
"60287","ENSMUSG00000040928","ENSRNOG00000007099"
"60288","ENSMUSG00000021679","ENSRNOG00000017998"
"60289","ENSMUSG00000045092","ENSRNOG00000013683"
"60290","ENSMUSG00000043895","ENSRNOG00000020653"
"60291","ENSMUSG00000067586","ENSRNOG00000014524"
"60292","ENSMUSG00000044199","ENSRNOG00000005370"
"60293","ENSMUSG00000045087","ENSRNOG00000020901"
"60297","ENSMUSG00000040026","ENSRNOG00000011895"
"60300","ENSMUSG00000024790","ENSRNOG00000021003"
"60301","ENSMUSG00000025240","ENSRNOG00000005149"
"60302","ENSMUSG00000048279","ENSRNOG00000014509"
"60303","ENSMUSG00000052833","ENSRNOG00000015128"
"60304","ENSMUSG00000071054","ENSRNOG00000050543"
"60305","ENSMUSG00000042625","ENSRNOG00000049511"
"60306","ENSMUSG00000056055","ENSRNOG00000018185"
"60307","ENSMUSG00000031665","ENSRNOG00000013907"
"60308","ENSMUSG00000049532","ENSRNOG00000013287"
"60309","ENSMUSG00000024565","ENSRNOG00000026116"
"60310","ENSMUSG00000027547","ENSRNOG00000050035"
"60312","ENSMUSG00000038605","ENSRNOG00000036719"
"60313","ENSMUSG00000096351","ENSRNOG00000020342"
"60314","ENSMUSG00000058656","ENSRNOG00000043390"
"60316","ENSMUSG00000047181","ENSRNOG00000004155"
"60318","ENSMUSG00000051354","ENSRNOG00000039955"
"60319","ENSMUSG00000021838","ENSRNOG00000010489"
"60320","ENSMUSG00000109336","ENSRNOG00000019831"
"60321","ENSMUSG00000060487","ENSRNOG00000023549"
"60322","ENSMUSG00000051860","ENSRNOG00000027995"
"60323","ENSMUSG00000021770","ENSRNOG00000013236"
"60324","ENSMUSG00000047735","ENSRNOG00000051922"
"60325","ENSMUSG00000027639","ENSRNOG00000006418"
"60326","ENSMUSG00000022437","ENSRNOG00000011952"
"60327","ENSMUSG00000022876","ENSRNOG00000030930"
"60336","ENSMUSG00000035454","ENSRNOG00000029010"
"60337","ENSMUSG00000025051","ENSRNOG00000024271"
"60338","ENSMUSG00000024260","ENSRNOG00000016773"
"60343","ENSMUSG00000079165","ENSRNOG00000051023"
"60344","ENSMUSG00000031609","ENSRNOG00000013218"
"60345","ENSMUSG00000020755","ENSRNOG00000005482"
"60347","ENSMUSG00000020519","ENSRNOG00000002575"
"60348","ENSMUSG00000036185","ENSRNOG00000000858"
"60349","ENSMUSG00000026955","ENSRNOG00000013069"
"60351","ENSMUSG00000020386","ENSRNOG00000004820"
"60352","ENSMUSG00000031532","ENSRNOG00000012329"
"60353","ENSMUSG00000009614","ENSRNOG00000006916"
"60355","ENSMUSG00000050132","ENSRNOG00000010244"
"60356","ENSMUSG00000078427","ENSRNOG00000030520"
"60357","ENSMUSG00000068739","ENSRNOG00000020255"
"60358","ENSMUSG00000070699","ENSRNOG00000019962"
"60359","ENSMUSG00000039148","ENSRNOG00000020475"
"60360","ENSMUSG00000018974","ENSRNOG00000000702"
"60361","ENSMUSG00000015305","ENSRNOG00000013160"
"60362","ENSMUSG00000031101","ENSRNOG00000004409"
"60363","ENSMUSG00000027959","ENSRNOG00000015211"
"60364","ENSMUSG00000025283","ENSRNOG00000003809"
"60365","ENSMUSG00000069835","ENSRNOG00000011714"
"60366","ENSMUSG00000023927","ENSRNOG00000012942"
"60367","ENSMUSG00000038331","ENSRNOG00000010188"
"60368","ENSMUSG00000025527","ENSRNOG00000022476"
"60369","ENSMUSG00000021067","ENSRNOG00000005264"
"60370","ENSMUSG00000028492","ENSRNOG00000048197"
"60372","ENSMUSG00000038570","ENSRNOG00000026296"
"60373","ENSMUSG00000045107","ENSRNOG00000006341"
"60374","ENSMUSG00000025337","ENSRNOG00000000888"
"60375","ENSMUSG00000036529","ENSRNOG00000008392"
"60376","ENSMUSG00000038371","ENSRNOG00000009812"
"60379","ENSMUSG00000030433","ENSRNOG00000038625"
"60380","ENSMUSG00000085272","ENSRNOG00000042927"
"60381","ENSMUSG00000038095","ENSRNOG00000001064"
"60382","ENSMUSG00000035673","ENSRNOG00000013987"
"60386","ENSMUSG00000046056","ENSRNOG00000021015"
"60387","ENSMUSG00000032719","ENSRNOG00000007258"
"60388","ENSMUSG00000032018","ENSRNOG00000008305"
"60389","ENSMUSG00000038406","ENSRNOG00000056946"
"60390","ENSMUSG00000033228","ENSRNOG00000005263"
"60391","ENSMUSG00000022983","ENSRNOG00000002104"
"60392","ENSMUSG00000046201","ENSRNOG00000016919"
"60393","ENSMUSG00000035236","ENSRNOG00000025278"
"60394","ENSMUSG00000021687","ENSRNOG00000061582"
"60395","ENSMUSG00000040188","ENSRNOG00000019136"
"60397","ENSMUSG00000113949","ENSRNOG00000018271"
"60398","ENSMUSG00000040722","ENSRNOG00000054008"
"60399","ENSMUSG00000046229","ENSRNOG00000019987"
"60400","ENSMUSG00000032485","ENSRNOG00000020853"
"60401","ENSMUSG00000034007","ENSRNOG00000006864"
"60402","ENSMUSG00000034463","ENSRNOG00000016177"
"60403","ENSMUSG00000022032","ENSRNOG00000014398"
"60404","ENSMUSG00000037936","ENSRNOG00000000981"
"60405","ENSMUSG00000029426","ENSRNOG00000002225"
"60406","ENSMUSG00000038188","ENSRNOG00000059618"
"60407","ENSMUSG00000012017","ENSRNOG00000000288"
"60409","ENSMUSG00000089617","ENSRNOG00000060559"
"60412","ENSMUSG00000088185","ENSRNOG00000051850"
"60413","ENSMUSG00000089536","ENSRNOG00000053634"
"60414","ENSMUSG00000088158","ENSRNOG00000060868"
"60415","ENSMUSG00000089281","ENSRNOG00000053606"
"60416","ENSMUSG00000088958","ENSRNOG00000052950"
"60421","ENSMUSG00000037071","ENSRNOG00000013552"
"60422","ENSMUSG00000025203","ENSRNOG00000046005"
"60423","ENSMUSG00000025202","ENSRNOG00000013279"
"60425","ENSMUSG00000022123","ENSRNOG00000024237"
"60426","ENSMUSG00000020952","ENSRNOG00000031203"
"60427","ENSMUSG00000062110","ENSRNOG00000026828"
"60428","ENSMUSG00000050711","ENSRNOG00000015055"
"60429","ENSMUSG00000032181","ENSRNOG00000010784"
"60430","ENSMUSG00000023236","ENSRNOG00000007542"
"60431","ENSMUSG00000024653","ENSRNOG00000020196"
"60463","ENSMUSG00000038801","ENSRNOG00000012847"
"60499","ENSMUSG00000064057","ENSRNOG00000002718"
"60500","ENSMUSG00000038791","ENSRNOG00000026912"
"60501","ENSMUSG00000021337","ENSRNOG00000016628"
"60503","ENSMUSG00000057135","ENSRNOG00000037409"
"60504","ENSMUSG00000002565","ENSRNOG00000004498"
"60505","ENSMUSG00000059834","ENSRNOG00000014139"
"60506","ENSMUSG00000026307","ENSRNOG00000020083"
"60507","ENSMUSG00000000085","ENSRNOG00000032183"
"60509","ENSMUSG00000000037","ENSRNOG00000003726"
"60510","ENSMUSG00000044770","ENSRNOG00000026110"
"60511","ENSMUSG00000034533","ENSRNOG00000032473"
"60512","ENSMUSG00000034115","ENSRNOG00000032884"
"60513","ENSMUSG00000064329","ENSRNOG00000053122"
"60514","ENSMUSG00000019194","ENSRNOG00000021102"
"60515","ENSMUSG00000075318","ENSRNOG00000005018"
"60516","ENSMUSG00000070304","ENSRNOG00000016221"
"60517","ENSMUSG00000057182","ENSRNOG00000005007"
"60518","ENSMUSG00000049281","ENSRNOG00000057221"
"60519","ENSMUSG00000001027","ENSRNOG00000012134"
"60520","ENSMUSG00000046480","ENSRNOG00000026679"
"60521","ENSMUSG00000032511","ENSRNOG00000015049"
"60522","ENSMUSG00000034810","ENSRNOG00000029342"
"60523","ENSMUSG00000023033","ENSRNOG00000005309"
"60524","ENSMUSG00000075316","ENSRNOG00000006639"
"60525","ENSMUSG00000092607","ENSRNOG00000021092"
"60526","ENSMUSG00000030340","ENSRNOG00000019368"
"60527","ENSMUSG00000030873","ENSRNOG00000030981"
"60528","ENSMUSG00000000216","ENSRNOG00000017842"
"60529","ENSMUSG00000069844","ENSRNOG00000028699"
"60531","ENSMUSG00000063253","ENSRNOG00000003853"
"60535","ENSMUSG00000027431","ENSRNOG00000009461"
"60536","ENSMUSG00000000278","ENSRNOG00000002358"
"60538","ENSMUSG00000031610","ENSRNOG00000013228"
"60539","ENSMUSG00000022568","ENSRNOG00000032574"
"60540","ENSMUSG00000019124","ENSRNOG00000009636"
"60541","ENSMUSG00000020877","ENSRNOG00000010214"
"60542","ENSMUSG00000008226","ENSRNOG00000018657"
"60543","ENSMUSG00000048385","ENSRNOG00000025594"
"60544","ENSMUSG00000060257","ENSRNOG00000005148"
"60545","ENSMUSG00000038580","ENSRNOG00000017873"
"60546","ENSMUSG00000026387","ENSRNOG00000049766"
"60547","ENSMUSG00000016763","ENSRNOG00000010617"
"60548","ENSMUSG00000007279","ENSRNOG00000013123"
"60549","ENSMUSG00000038677","ENSRNOG00000000500"
"60550","ENSMUSG00000034161","ENSRNOG00000021812"
"60551","ENSMUSG00000024941","ENSRNOG00000023668"
"60552","ENSMUSG00000069539","ENSRNOG00000024955"
"60553","ENSMUSG00000026584","ENSRNOG00000025318"
"60554","ENSMUSG00000029415","ENSRNOG00000022229"
"60555","ENSMUSG00000020592","ENSRNOG00000059947"
"60556","ENSMUSG00000022261","ENSRNOG00000004936"
"60557","ENSMUSG00000025743","ENSRNOG00000011927"
"60558","ENSMUSG00000017009","ENSRNOG00000014297"
"60559","ENSMUSG00000028249","ENSRNOG00000009683"
"60560","ENSMUSG00000027456","ENSRNOG00000009528"
"60561","ENSMUSG00000026504","ENSRNOG00000004181"
"60562","ENSMUSG00000038806","ENSRNOG00000003247"
"60563","ENSMUSG00000002064","ENSRNOG00000012121"
"60564","ENSMUSG00000022769","ENSRNOG00000001859"
"60565","ENSMUSG00000029076","ENSRNOG00000019981"
"60566","ENSMUSG00000021577","ENSRNOG00000013331"
"60569","ENSMUSG00000024668","ENSRNOG00000020646"
"60570","ENSMUSG00000042505","ENSRNOG00000011283"
"60571","ENSMUSG00000026154","ENSRNOG00000028087"
"60572","ENSMUSG00000009863","ENSRNOG00000007967"
"60573","ENSMUSG00000058076","ENSRNOG00000003163"
"60574","ENSMUSG00000000171","ENSRNOG00000022980"
"60576","ENSMUSG00000041592","ENSRNOG00000024711"
"60577","ENSMUSG00000028236","ENSRNOG00000008871"
"60578","ENSMUSG00000071019","ENSRNOG00000040151"
"60579","ENSMUSG00000022223","ENSRNOG00000020544"
"60580","ENSMUSG00000034308","ENSRNOG00000051819"
"60581","ENSMUSG00000040127","ENSRNOG00000004459"
"60582","ENSMUSG00000029597","ENSRNOG00000001388"
"60583","ENSMUSG00000029596","ENSRNOG00000001391"
"60584","ENSMUSG00000001103","ENSRNOG00000009979"
"60585","ENSMUSG00000040364","ENSRNOG00000021014"
"60586","ENSMUSG00000025724","ENSRNOG00000011029"
"60587","ENSMUSG00000024516","ENSRNOG00000017036"
"60590","ENSMUSG00000020823","ENSRNOG00000002722"
"60591","ENSMUSG00000003585","ENSRNOG00000004672"
"60593","ENSMUSG00000019368","ENSRNOG00000004555"
"60594","ENSMUSG00000091712","ENSRNOG00000002917"
"60595","ENSMUSG00000026924","ENSRNOG00000019122"
"60596","ENSMUSG00000026589","ENSRNOG00000005229"
"60597","ENSMUSG00000034473","ENSRNOG00000043069"
"60598","ENSMUSG00000027879","ENSRNOG00000018673"
"60599","ENSMUSG00000061536","ENSRNOG00000047873"
"60600","ENSMUSG00000020986","ENSRNOG00000004657"
"60601","ENSMUSG00000027429","ENSRNOG00000008411"
"60602","ENSMUSG00000055319","ENSRNOG00000020411"
"60603","ENSMUSG00000036391","ENSRNOG00000004563"
"60604","ENSMUSG00000001052","ENSRNOG00000023373"
"60605","ENSMUSG00000039367","ENSRNOG00000009042"
"60606","ENSMUSG00000039234","ENSRNOG00000014872"
"60607","ENSMUSG00000035325","ENSRNOG00000002251"
"60608","ENSMUSG00000051984","ENSRNOG00000025781"
"60609","ENSMUSG00000030082","ENSRNOG00000013743"
"60610","ENSMUSG00000025816","ENSRNOG00000023278"
"60612","ENSMUSG00000078974","ENSRNOG00000061620"
"60613","ENSMUSG00000027706","ENSRNOG00000009057"
"60614","ENSMUSG00000019802","ENSRNOG00000000314"
"60615","ENSMUSG00000035139","ENSRNOG00000013773"
"60616","ENSMUSG00000035093","ENSRNOG00000008629"
"60617","ENSMUSG00000025165","ENSRNOG00000036672"
"60618","ENSMUSG00000039364","ENSRNOG00000036673"
"60620","ENSMUSG00000020964","ENSRNOG00000004464"
"60621","ENSMUSG00000074764","ENSRNOG00000004852"
"60622","ENSMUSG00000029189","ENSRNOG00000004932"
"60623","ENSMUSG00000026582","ENSRNOG00000002723"
"60628","ENSMUSG00000037072","ENSRNOG00000055257"
"60629","ENSMUSG00000076437","ENSRNOG00000054563"
"60630","ENSMUSG00000075703","ENSRNOG00000059295"
"60631","ENSMUSG00000042682","ENSRNOG00000014624"
"60638","ENSMUSG00000075702","ENSRNOG00000061231"
"60639","ENSMUSG00000050989","ENSRNOG00000017078"
"60640","ENSMUSG00000035757","ENSRNOG00000060120"
"60641","ENSMUSG00000064373","ENSRNOG00000053086"
"60642","ENSMUSG00000075701","ENSRNOG00000012576"
"60643","ENSMUSG00000075700","ENSRNOG00000013507"
"60645","ENSMUSG00000046750","ENSRNOG00000051208"
"60648","ENSMUSG00000026581","ENSRNOG00000002776"
"60649","ENSMUSG00000026580","ENSRNOG00000002794"
"60650","ENSMUSG00000048163","ENSRNOG00000000699"
"60651","ENSMUSG00000042541","ENSRNOG00000010420"
"60652","ENSMUSG00000028883","ENSRNOG00000023337"
"60653","ENSMUSG00000057969","ENSRNOG00000016512"
"60654","ENSMUSG00000028780","ENSRNOG00000006526"
"60655","ENSMUSG00000040254","ENSRNOG00000007202"
"60656","ENSMUSG00000063531","ENSRNOG00000006631"
"60657","ENSMUSG00000034684","ENSRNOG00000017704"
"60658","ENSMUSG00000021904","ENSRNOG00000018952"
"60659","ENSMUSG00000028064","ENSRNOG00000019737"
"60660","ENSMUSG00000030539","ENSRNOG00000025167"
"60661","ENSMUSG00000026121","ENSRNOG00000016254"
"60662","ENSMUSG00000021451","ENSRNOG00000013679"
